"term","ontology","ID","Description","total_sig","up_count","down_count","sig_count","consensus"
"BP: antigen processing and presentation of exogenous antigen","BP","GO:0019884","antigen processing and presentation of exogenous antigen",10,5,5,10,"mixed"
"BP: antigen processing and presentation of exogenous peptide antigen","BP","GO:0002478","antigen processing and presentation of exogenous peptide antigen",10,5,5,10,"mixed"
"BP: antigen processing and presentation of exogenous peptide antigen via MHC class II","BP","GO:0019886","antigen processing and presentation of exogenous peptide antigen via MHC class II",10,5,5,10,"mixed"
"BP: axon guidance","BP","GO:0007411","axon guidance",10,7,3,10,"mixed"
"BP: blood vessel diameter maintenance","BP","GO:0097746","blood vessel diameter maintenance",10,6,4,10,"mixed"
"BP: calcium ion transport","BP","GO:0006816","calcium ion transport",10,7,3,10,"mixed"
"BP: canonical Wnt signaling pathway","BP","GO:0060070","canonical Wnt signaling pathway",10,5,5,10,"mixed"
"BP: carbohydrate derivative catabolic process","BP","GO:1901136","carbohydrate derivative catabolic process",10,5,5,10,"mixed"
"BP: cell activation involved in immune response","BP","GO:0002263","cell activation involved in immune response",10,5,5,10,"mixed"
"BP: cell adhesion mediated by integrin","BP","GO:0033627","cell adhesion mediated by integrin",10,6,4,10,"mixed"
"BP: cell cycle G2/M phase transition","BP","GO:0044839","cell cycle G2/M phase transition",10,3,7,10,"mixed"
"BP: cell-cell junction assembly","BP","GO:0007043","cell-cell junction assembly",10,8,2,10,"mixed"
"BP: cell-cell junction organization","BP","GO:0045216","cell-cell junction organization",10,7,3,10,"mixed"
"BP: cell-substrate adhesion","BP","GO:0031589","cell-substrate adhesion",10,6,4,10,"mixed"
"BP: cellular component disassembly","BP","GO:0022411","cellular component disassembly",10,5,5,10,"mixed"
"BP: cellular response to chemical stress","BP","GO:0062197","cellular response to chemical stress",10,3,7,10,"mixed"
"BP: cellular response to oxidative stress","BP","GO:0034599","cellular response to oxidative stress",10,5,5,10,"mixed"
"BP: central nervous system neuron differentiation","BP","GO:0021953","central nervous system neuron differentiation",10,5,5,10,"mixed"
"BP: centrosome cycle","BP","GO:0007098","centrosome cycle",10,3,7,10,"mixed"
"BP: chromosome separation","BP","GO:0051304","chromosome separation",10,4,6,10,"mixed"
"BP: cognition","BP","GO:0050890","cognition",10,6,4,10,"mixed"
"BP: collagen fibril organization","BP","GO:0030199","collagen fibril organization",10,6,4,10,"mixed"
"BP: cytokine-mediated signaling pathway","BP","GO:0019221","cytokine-mediated signaling pathway",10,5,5,10,"mixed"
"BP: double-strand break repair via homologous recombination","BP","GO:0000724","double-strand break repair via homologous recombination",10,3,7,10,"mixed"
"BP: electron transport chain","BP","GO:0022900","electron transport chain",10,5,5,10,"mixed"
"BP: embryonic organ development","BP","GO:0048568","embryonic organ development",10,4,6,10,"mixed"
"BP: endoderm development","BP","GO:0007492","endoderm development",10,7,3,10,"mixed"
"BP: endosomal transport","BP","GO:0016197","endosomal transport",10,6,4,10,"mixed"
"BP: endothelial cell migration","BP","GO:0043542","endothelial cell migration",10,6,4,10,"mixed"
"BP: epidermis development","BP","GO:0008544","epidermis development",10,7,3,10,"mixed"
"BP: epigenetic regulation of gene expression","BP","GO:0040029","epigenetic regulation of gene expression",10,4,6,10,"mixed"
"BP: epithelial to mesenchymal transition","BP","GO:0001837","epithelial to mesenchymal transition",10,4,6,10,"mixed"
"BP: eye development","BP","GO:0001654","eye development",10,5,5,10,"mixed"
"BP: gastrulation","BP","GO:0007369","gastrulation",10,5,5,10,"mixed"
"BP: gland development","BP","GO:0048732","gland development",10,6,4,10,"mixed"
"BP: gland morphogenesis","BP","GO:0022612","gland morphogenesis",10,6,4,10,"mixed"
"BP: glial cell differentiation","BP","GO:0010001","glial cell differentiation",10,6,4,10,"mixed"
"BP: glycoprotein metabolic process","BP","GO:0009100","glycoprotein metabolic process",10,5,5,10,"mixed"
"BP: heart morphogenesis","BP","GO:0003007","heart morphogenesis",10,5,5,10,"mixed"
"BP: inner ear development","BP","GO:0048839","inner ear development",10,4,6,10,"mixed"
"BP: integrin-mediated signaling pathway","BP","GO:0007229","integrin-mediated signaling pathway",10,6,4,10,"mixed"
"BP: learning or memory","BP","GO:0007611","learning or memory",10,6,4,10,"mixed"
"BP: leukocyte activation involved in immune response","BP","GO:0002366","leukocyte activation involved in immune response",10,5,5,10,"mixed"
"BP: lipid catabolic process","BP","GO:0016042","lipid catabolic process",10,7,3,10,"mixed"
"BP: lymphocyte differentiation","BP","GO:0030098","lymphocyte differentiation",10,3,7,10,"mixed"
"BP: lysosomal transport","BP","GO:0007041","lysosomal transport",10,4,6,10,"mixed"
"BP: mRNA splicing, via spliceosome","BP","GO:0000398","mRNA splicing, via spliceosome",10,3,7,10,"mixed"
"BP: meiotic cell cycle","BP","GO:0051321","meiotic cell cycle",10,4,6,10,"mixed"
"BP: mesenchyme development","BP","GO:0060485","mesenchyme development",10,4,6,10,"mixed"
"BP: metaphase/anaphase transition of cell cycle","BP","GO:0044784","metaphase/anaphase transition of cell cycle",10,4,6,10,"mixed"
"BP: metaphase/anaphase transition of mitotic cell cycle","BP","GO:0007091","metaphase/anaphase transition of mitotic cell cycle",10,4,6,10,"mixed"
"BP: mitochondrial ATP synthesis coupled electron transport","BP","GO:0042775","mitochondrial ATP synthesis coupled electron transport",10,5,5,10,"mixed"
"BP: mitochondrial electron transport, NADH to ubiquinone","BP","GO:0006120","mitochondrial electron transport, NADH to ubiquinone",10,3,7,10,"mixed"
"BP: mitotic metaphase chromosome alignment","BP","GO:0007080","mitotic metaphase chromosome alignment",10,4,6,10,"mixed"
"BP: mitotic nuclear division","BP","GO:0140014","mitotic nuclear division",10,4,6,10,"mixed"
"BP: mitotic sister chromatid separation","BP","GO:0051306","mitotic sister chromatid separation",10,4,6,10,"mixed"
"BP: mononuclear cell proliferation","BP","GO:0032943","mononuclear cell proliferation",10,5,5,10,"mixed"
"BP: myeloid cell differentiation","BP","GO:0030099","myeloid cell differentiation",10,6,4,10,"mixed"
"BP: myeloid leukocyte migration","BP","GO:0097529","myeloid leukocyte migration",10,6,4,10,"mixed"
"BP: negative regulation of catalytic activity","BP","GO:0043086","negative regulation of catalytic activity",10,4,6,10,"mixed"
"BP: negative regulation of cell activation","BP","GO:0050866","negative regulation of cell activation",10,6,4,10,"mixed"
"BP: negative regulation of cell adhesion","BP","GO:0007162","negative regulation of cell adhesion",10,6,4,10,"mixed"
"BP: negative regulation of cell cycle","BP","GO:0045786","negative regulation of cell cycle",10,4,6,10,"mixed"
"BP: negative regulation of cell-cell adhesion","BP","GO:0022408","negative regulation of cell-cell adhesion",10,6,4,10,"mixed"
"BP: negative regulation of chromosome organization","BP","GO:2001251","negative regulation of chromosome organization",10,5,5,10,"mixed"
"BP: negative regulation of immune response","BP","GO:0050777","negative regulation of immune response",10,6,4,10,"mixed"
"BP: negative regulation of mitotic cell cycle","BP","GO:0045930","negative regulation of mitotic cell cycle",10,4,6,10,"mixed"
"BP: negative regulation of mitotic cell cycle phase transition","BP","GO:1901991","negative regulation of mitotic cell cycle phase transition",10,4,6,10,"mixed"
"BP: negative regulation of mitotic nuclear division","BP","GO:0045839","negative regulation of mitotic nuclear division",10,4,6,10,"mixed"
"BP: negative regulation of nuclear division","BP","GO:0051784","negative regulation of nuclear division",10,4,6,10,"mixed"
"BP: negative regulation of response to external stimulus","BP","GO:0032102","negative regulation of response to external stimulus",10,6,4,10,"mixed"
"BP: neuron projection guidance","BP","GO:0097485","neuron projection guidance",10,7,3,10,"mixed"
"BP: neurotransmitter secretion","BP","GO:0007269","neurotransmitter secretion",10,8,2,10,"mixed"
"BP: nuclear transport","BP","GO:0051169","nuclear transport",10,2,8,10,"mixed"
"BP: nucleocytoplasmic transport","BP","GO:0006913","nucleocytoplasmic transport",10,2,8,10,"mixed"
"BP: organic acid transport","BP","GO:0015849","organic acid transport",10,6,4,10,"mixed"
"BP: organic anion transport","BP","GO:0015711","organic anion transport",10,6,4,10,"mixed"
"BP: osteoblast differentiation","BP","GO:0001649","osteoblast differentiation",10,4,6,10,"mixed"
"BP: platelet activation","BP","GO:0030168","platelet activation",10,5,5,10,"mixed"
"BP: positive regulation of chromosome separation","BP","GO:1905820","positive regulation of chromosome separation",10,4,6,10,"mixed"
"BP: positive regulation of cytokine production","BP","GO:0001819","positive regulation of cytokine production",10,7,3,10,"mixed"
"BP: positive regulation of leukocyte cell-cell adhesion","BP","GO:1903039","positive regulation of leukocyte cell-cell adhesion",10,5,5,10,"mixed"
"BP: positive regulation of programmed cell death","BP","GO:0043068","positive regulation of programmed cell death",10,6,4,10,"mixed"
"BP: positive regulation of vasculature development","BP","GO:1904018","positive regulation of vasculature development",10,6,4,10,"mixed"
"BP: protein localization to cell periphery","BP","GO:1990778","protein localization to cell periphery",10,7,3,10,"mixed"
"BP: protein localization to plasma membrane","BP","GO:0072659","protein localization to plasma membrane",10,6,4,10,"mixed"
"BP: proton motive force-driven ATP synthesis","BP","GO:0015986","proton motive force-driven ATP synthesis",10,4,6,10,"mixed"
"BP: proton motive force-driven mitochondrial ATP synthesis","BP","GO:0042776","proton motive force-driven mitochondrial ATP synthesis",10,4,6,10,"mixed"
"BP: recombinational repair","BP","GO:0000725","recombinational repair",10,3,7,10,"mixed"
"BP: regeneration","BP","GO:0031099","regeneration",10,6,4,10,"mixed"
"BP: regulation of T cell activation","BP","GO:0050863","regulation of T cell activation",10,4,6,10,"mixed"
"BP: regulation of Wnt signaling pathway","BP","GO:0030111","regulation of Wnt signaling pathway",10,5,5,10,"mixed"
"BP: regulation of actin cytoskeleton organization","BP","GO:0032956","regulation of actin cytoskeleton organization",10,6,4,10,"mixed"
"BP: regulation of actin filament-based process","BP","GO:0032970","regulation of actin filament-based process",10,6,4,10,"mixed"
"BP: regulation of calcium ion transport","BP","GO:0051924","regulation of calcium ion transport",10,7,3,10,"mixed"
"BP: regulation of chromosome organization","BP","GO:0033044","regulation of chromosome organization",10,4,6,10,"mixed"
"BP: regulation of chromosome separation","BP","GO:1905818","regulation of chromosome separation",10,4,6,10,"mixed"
"BP: regulation of epithelial cell proliferation","BP","GO:0050678","regulation of epithelial cell proliferation",10,6,4,10,"mixed"
"BP: regulation of hydrolase activity","BP","GO:0051336","regulation of hydrolase activity",10,6,4,10,"mixed"
"BP: regulation of leukocyte cell-cell adhesion","BP","GO:1903037","regulation of leukocyte cell-cell adhesion",10,4,6,10,"mixed"
"BP: regulation of leukocyte mediated immunity","BP","GO:0002703","regulation of leukocyte mediated immunity",10,6,4,10,"mixed"
"BP: regulation of leukocyte migration","BP","GO:0002685","regulation of leukocyte migration",10,6,4,10,"mixed"
"BP: regulation of macroautophagy","BP","GO:0016241","regulation of macroautophagy",10,6,4,10,"mixed"
"BP: regulation of metal ion transport","BP","GO:0010959","regulation of metal ion transport",10,6,4,10,"mixed"
"BP: regulation of mitotic metaphase/anaphase transition","BP","GO:0030071","regulation of mitotic metaphase/anaphase transition",10,4,6,10,"mixed"
"BP: regulation of mitotic nuclear division","BP","GO:0007088","regulation of mitotic nuclear division",10,4,6,10,"mixed"
"BP: regulation of mitotic sister chromatid segregation","BP","GO:0033047","regulation of mitotic sister chromatid segregation",10,4,6,10,"mixed"
"BP: regulation of mitotic sister chromatid separation","BP","GO:0010965","regulation of mitotic sister chromatid separation",10,4,6,10,"mixed"
"BP: regulation of nervous system development","BP","GO:0051960","regulation of nervous system development",10,6,4,10,"mixed"
"BP: regulation of postsynaptic membrane potential","BP","GO:0060078","regulation of postsynaptic membrane potential",10,6,4,10,"mixed"
"BP: regulation of protein stability","BP","GO:0031647","regulation of protein stability",10,4,6,10,"mixed"
"BP: regulation of sister chromatid segregation","BP","GO:0033045","regulation of sister chromatid segregation",10,4,6,10,"mixed"
"BP: regulation of transferase activity","BP","GO:0051338","regulation of transferase activity",10,5,5,10,"mixed"
"BP: regulation of translation","BP","GO:0006417","regulation of translation",10,3,7,10,"mixed"
"BP: regulation of transmembrane transport","BP","GO:0034762","regulation of transmembrane transport",10,8,2,10,"mixed"
"BP: regulation of tube diameter","BP","GO:0035296","regulation of tube diameter",10,6,4,10,"mixed"
"BP: regulation of tube size","BP","GO:0035150","regulation of tube size",10,6,4,10,"mixed"
"BP: regulation of wound healing","BP","GO:0061041","regulation of wound healing",10,7,3,10,"mixed"
"BP: response to hypoxia","BP","GO:0001666","response to hypoxia",10,4,6,10,"mixed"
"BP: response to mechanical stimulus","BP","GO:0009612","response to mechanical stimulus",10,5,5,10,"mixed"
"BP: response to molecule of bacterial origin","BP","GO:0002237","response to molecule of bacterial origin",10,7,3,10,"mixed"
"BP: response to topologically incorrect protein","BP","GO:0035966","response to topologically incorrect protein",10,3,7,10,"mixed"
"BP: response to toxic substance","BP","GO:0009636","response to toxic substance",10,7,3,10,"mixed"
"BP: sensory system development","BP","GO:0048880","sensory system development",10,5,5,10,"mixed"
"BP: signal release from synapse","BP","GO:0099643","signal release from synapse",10,8,2,10,"mixed"
"BP: skeletal muscle organ development","BP","GO:0060538","skeletal muscle organ development",10,7,3,10,"mixed"
"BP: skin development","BP","GO:0043588","skin development",10,7,3,10,"mixed"
"BP: spindle assembly","BP","GO:0051225","spindle assembly",10,4,6,10,"mixed"
"BP: spindle checkpoint signaling","BP","GO:0031577","spindle checkpoint signaling",10,4,6,10,"mixed"
"BP: tissue homeostasis","BP","GO:0001894","tissue homeostasis",10,6,4,10,"mixed"
"BP: vesicle localization","BP","GO:0051648","vesicle localization",10,7,3,10,"mixed"
"BP: vesicle organization","BP","GO:0016050","vesicle organization",10,7,3,10,"mixed"
"BP: visual system development","BP","GO:0150063","visual system development",10,5,5,10,"mixed"
"CC: ER to Golgi transport vesicle membrane","CC","GO:0012507","ER to Golgi transport vesicle membrane",10,4,6,10,"mixed"
"CC: MHC protein complex","CC","GO:0042611","MHC protein complex",10,4,6,10,"mixed"
"CC: NADH dehydrogenase complex","CC","GO:0030964","NADH dehydrogenase complex",10,4,6,10,"mixed"
"CC: basal part of cell","CC","GO:0045178","basal part of cell",10,6,4,10,"mixed"
"CC: basal plasma membrane","CC","GO:0009925","basal plasma membrane",10,6,4,10,"mixed"
"CC: basolateral plasma membrane","CC","GO:0016323","basolateral plasma membrane",10,6,4,10,"mixed"
"CC: cell projection membrane","CC","GO:0031253","cell projection membrane",10,7,3,10,"mixed"
"CC: chromosome, telomeric region","CC","GO:0000781","chromosome, telomeric region",10,3,7,10,"mixed"
"CC: clathrin-coated endocytic vesicle membrane","CC","GO:0030669","clathrin-coated endocytic vesicle membrane",10,5,5,10,"mixed"
"CC: collagen trimer","CC","GO:0005581","collagen trimer",10,6,4,10,"mixed"
"CC: external encapsulating structure","CC","GO:0030312","external encapsulating structure",10,5,5,10,"mixed"
"CC: extracellular matrix","CC","GO:0031012","extracellular matrix",10,5,5,10,"mixed"
"CC: histone acetyltransferase complex","CC","GO:0000123","histone acetyltransferase complex",10,3,7,10,"mixed"
