"term","Indelicato_0.05_all_genes.rds","Lai_CNS_0.05_all_genes.rds","Lai_iPSC_0.05_all_genes.rds","Lai_PNS_0.05_all_genes.rds","Lees_FA1_0.05_all_genes.rds","Lees_FA2_0.05_all_genes.rds","Lees_FA3_0.05_all_genes.rds","Maddock_NCC_FA1_0.05_all_genes.rds","Maddock_NCC_FA2_0.05_all_genes.rds","Maddock_SN_FA1_0.05_all_genes.rds","Maddock_SN_FA2_0.05_all_genes.rds","Mishra_223_0.05_all_genes.rds","Mishra_850_0.05_all_genes.rds","Mishra_FF1_0.05_all_genes.rds","Mishra_FF2_0.05_all_genes.rds","Napierala_0.05_all_genes.rds","Vilema_0.05_all_genes.rds","Maddock_LMN_FA2_batchcorrection_0.05_all_genes.rds","Wang_0.05_all_genes.rds","Erwin_batchcorrection_0.05_all_genes.rds","Li_FRDA_CTRL_0.05_all_genes.rds","Li_FRDA_IC_0.05_all_genes.rds","Chutake_0.05_all_genes.rds","up_count","down_count","sig_count","consensus"
"BP: adherens junction assembly",0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: alanine transport",0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: aldehyde biosynthetic process",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,2,"mixed"
"BP: aminoacyl-tRNA metabolism involved in translational fidelity",0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: ammonium ion metabolic process",0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: amyloid precursor protein biosynthetic process",0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: amyloid-beta clearance",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,1,2,"mixed"
"BP: anatomical structure regression",0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: angiogenesis",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,1,2,"mixed"
"BP: anterograde synaptic vesicle transport",0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: apoptotic mitochondrial changes",0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: astrocyte activation",0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: astrocyte development",0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: atrial septum development",0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: axonemal dynein complex assembly",0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: behavior",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,1,1,2,"mixed"
"BP: behavioral defense response",0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: behavioral fear response",0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: blastocyst growth",0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: bone trabecula morphogenesis",0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: branch elongation of an epithelium",0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: branching involved in mammary gland duct morphogenesis",0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: branching involved in prostate gland morphogenesis",0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: branching morphogenesis of a nerve",0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: bronchus development",0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: bundle of His cell to Purkinje myocyte communication",0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: cGMP metabolic process",0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: calcium ion import",0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: calcium ion-regulated exocytosis of neurotransmitter",0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: carbohydrate derivative transport",0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: carbohydrate metabolic process",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,1,2,"mixed"
"BP: cell communication by electrical coupling",0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: cell surface receptor protein tyrosine kinase signaling pathway",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,1,2,"mixed"
"BP: cellular process involved in reproduction in multicellular organism",0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: cellular response to UV-A",0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: cellular response to amino acid starvation",0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: cellular response to amyloid-beta",0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: cellular response to angiotensin",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,1,2,"mixed"
"BP: cellular response to cocaine",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,2,"mixed"
"BP: cellular response to dexamethasone stimulus",0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: cellular response to estradiol stimulus",0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: cellular response to exogenous dsRNA",0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: cellular response to hydroxyurea",0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: cellular response to interleukin-4",0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: cellular response to mineralocorticoid stimulus",0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: cellular response to nerve growth factor stimulus",0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: cellular response to nitric oxide",0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: cellular senescence",0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: cerebellar Purkinje cell layer development",0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: cerebral cortex neuron differentiation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,1,1,2,"mixed"
"BP: chaperone-mediated protein folding",0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,"mixed"
"BP: chondroitin sulfate metabolic process",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,1,2,"mixed"
"BP: circulatory system process",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,1,2,"mixed"
"BP: cornea development in camera-type eye",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,2,"mixed"
"BP: corticosteroid hormone secretion",0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: cotranslational protein targeting to membrane",0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: decidualization",0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: dendrite self-avoidance",0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: deoxyribonucleotide biosynthetic process",0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: deoxyribose phosphate biosynthetic process",0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: developmental pigmentation",0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: dicarboxylic acid transport",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,2,"mixed"
"BP: dorsal/ventral axis specification",0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: embryonic digestive tract development",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,2,"mixed"
"BP: embryonic placenta morphogenesis",0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: embryonic skeletal joint development",0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: endocardial cushion morphogenesis",0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: endocrine pancreas development",0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: eosinophil chemotaxis",0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: eosinophil migration",0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: epigenetic programming of gene expression",0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: epithelial cell apoptotic process",0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: epithelial cilium movement involved in extracellular fluid movement",0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: erythrocyte differentiation",0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: erythrocyte homeostasis",0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: establishment of T cell polarity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,1,1,2,"mixed"
"BP: establishment of blood-brain barrier",0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: establishment of endothelial barrier",0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: establishment of endothelial intestinal barrier",0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: establishment of mitochondrion localization, microtubule-mediated",0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: establishment of planar polarity",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,1,1,2,"mixed"
"BP: establishment of protein localization to plasma membrane",0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: establishment of tissue polarity",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,1,1,2,"mixed"
"BP: extracellular transport",0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: fatty acid derivative biosynthetic process",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,2,"mixed"
"BP: fatty-acyl-CoA biosynthetic process",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,2,"mixed"
"BP: fucose metabolic process",0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: galactose metabolic process",0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: ganglioside biosynthetic process",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,1,2,"mixed"
"BP: ganglioside metabolic process",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,1,2,"mixed"
"BP: gap junction assembly",0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: glutamine metabolic process",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,2,"mixed"
"BP: glycosyl compound catabolic process",0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: hematopoietic stem cell differentiation",0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: heparan sulfate proteoglycan metabolic process",0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: homologous chromosome pairing at meiosis",0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: immune response-regulating cell surface receptor signaling pathway involved in phagocytosis",0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,"mixed"
"BP: immunoglobulin production involved in immunoglobulin-mediated immune response",0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: inorganic cation import across plasma membrane",0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: inorganic ion import across plasma membrane",0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: intestinal absorption",0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator",0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: keratinocyte development",0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: ketone biosynthetic process",0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: lamellipodium assembly",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,1,1,2,"mixed"
"BP: lipoprotein localization",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,1,2,"mixed"
"BP: loop of Henle development",0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,"mixed"
"BP: low-density lipoprotein particle remodeling",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,2,"mixed"
"BP: lung cell differentiation",0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: lung epithelial cell differentiation",0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: lymph vessel development",0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: mRNA modification",0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,"mixed"
"BP: mRNA transcription by RNA polymerase II",0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,"mixed"
"BP: maintenance of protein localization in endoplasmic reticulum",0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: maternal placenta development",0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: metanephros morphogenesis",0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: miRNA-mediated gene silencing by inhibition of translation",0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,"mixed"
"BP: miRNA-mediated post-transcriptional gene silencing",0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: microglia differentiation",0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: microtubule anchoring at microtubule organizing center",0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: middle ear morphogenesis",0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: mitochondrial DNA replication",0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: mitochondrial calcium ion homeostasis",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,2,"mixed"
"BP: mitochondrion transport along microtubule",0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: mitotic centrosome separation",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,1,1,2,"mixed"
"BP: mitotic intra-S DNA damage checkpoint signaling",0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: monocyte differentiation",0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: mucus secretion",0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: multicellular organism growth",0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: multicellular organismal-level iron ion homeostasis",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,2,"mixed"
"BP: myelination in peripheral nervous system",0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: myeloid cell development",0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: myoblast migration",0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: myofibroblast differentiation",0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: negative regulation of DNA repair",0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: negative regulation of RNA splicing",0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: negative regulation of TORC1 signaling",0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,"mixed"
"BP: negative regulation of amyloid precursor protein catabolic process",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,1,2,"mixed"
"BP: negative regulation of amyloid-beta formation",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,1,2,"mixed"
"BP: negative regulation of chemokine production",0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: negative regulation of double-strand break repair via homologous recombination",0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: negative regulation of fat cell differentiation",0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: negative regulation of fibrinolysis",0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: negative regulation of hormone biosynthetic process",0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: negative regulation of inclusion body assembly",0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,"mixed"
"BP: negative regulation of inflammatory response to antigenic stimulus",0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: negative regulation of interleukin-1 beta production",0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,"mixed"
"BP: negative regulation of interleukin-1 production",0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,"mixed"
"BP: negative regulation of leukocyte apoptotic process",0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: negative regulation of leukocyte chemotaxis",0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: negative regulation of lipid biosynthetic process",0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: negative regulation of lipid metabolic process",0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: negative regulation of mRNA processing",0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: negative regulation of mRNA splicing, via spliceosome",0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: negative regulation of macrophage cytokine production",0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: negative regulation of muscle cell differentiation",0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: negative regulation of muscle tissue development",0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: negative regulation of nitric oxide biosynthetic process",0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: negative regulation of nitric oxide metabolic process",0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: negative regulation of osteoblast proliferation",0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: negative regulation of platelet activation",0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: negative regulation of platelet aggregation",0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: negative regulation of proteasomal protein catabolic process",0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: negative regulation of protein localization to cell periphery",0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: negative regulation of protein localization to plasma membrane",0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: negative regulation of protein transport",0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: negative regulation of stress-activated protein kinase signaling cascade",0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: negative regulation of toll-like receptor 4 signaling pathway",0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: negative regulation of type I interferon-mediated signaling pathway",0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: neural retina development",0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: neuroepithelial cell differentiation",0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: neuron cell-cell adhesion",0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: neuron fate determination",0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: neuron fate specification",0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: neurotransmitter receptor transport",0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,"mixed"
"BP: neutrophil degranulation",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,1,2,"mixed"
