"term","Indelicato_0.05_all_genes.rds","Lai_CNS_0.05_all_genes.rds","Lai_iPSC_0.05_all_genes.rds","Lai_PNS_0.05_all_genes.rds","Lees_FA1_0.05_all_genes.rds","Lees_FA2_0.05_all_genes.rds","Lees_FA3_0.05_all_genes.rds","Maddock_LMN_FA2_0.05_all_genes.rds","Maddock_NCC_FA1_0.05_all_genes.rds","Maddock_NCC_FA2_0.05_all_genes.rds","Maddock_SN_FA1_0.05_all_genes.rds","Maddock_SN_FA2_0.05_all_genes.rds","Mishra_223_0.05_all_genes.rds","Mishra_850_0.05_all_genes.rds","Mishra_FF1_0.05_all_genes.rds","Mishra_FF2_0.05_all_genes.rds","Napierala_0.05_all_genes.rds","Vilema_0.05_all_genes.rds","Erwin_0.05_all_genes.rds"
"CC: autophagosome membrane",0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1
"CC: axolemma",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"CC: axon",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"CC: axon cytoplasm",0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
"CC: axon initial segment",0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"CC: axon terminus",0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0
"CC: axonal growth cone",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"CC: axonemal B tubule inner sheath",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CC: axonemal doublet microtubule",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"CC: axonemal dynein complex",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"CC: axonemal microtubule",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"CC: axonemal microtubule doublet inner sheath",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"CC: axoneme",0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0
"CC: azurophil granule",0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0
"CC: azurophil granule lumen",0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0
"CC: azurophil granule membrane",0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0
"CC: banded collagen fibril",0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0
"CC: basal part of cell",0,1,0,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0
"CC: basal plasma membrane",0,1,0,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0
"CC: basement membrane",0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0
"CC: basolateral plasma membrane",0,1,0,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0
"CC: beta-catenin destruction complex",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"CC: beta-catenin-TCF complex",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"CC: bicellular tight junction",0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
"CC: blood microparticle",0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0
"CC: brahma complex",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"CC: brush border",0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0
"CC: brush border membrane",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"CC: cAMP-dependent protein kinase complex",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"CC: calcium channel complex",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"CC: calyx of Held",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"CC: canonical inflammasome complex",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"CC: catalytic step 1 spliceosome",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"CC: catalytic step 2 spliceosome",1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0
"CC: catenin complex",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"CC: cation channel complex",0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0
"CC: cation-transporting ATPase complex",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CC: caveola",0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0
"CC: cell body",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"CC: cell body membrane",0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"CC: cell cortex",1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0
"CC: cell cortex region",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CC: cell division site",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"CC: cell leading edge",1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1
"CC: cell pole",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"CC: cell projection membrane",1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0
"CC: cell surface",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"CC: cell trailing edge",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"CC: cell-cell contact zone",0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1
"CC: cell-cell junction",1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1
"CC: cell-substrate junction",0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CC: centriolar satellite",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"CC: centriolar subdistal appendage",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CC: centriole",0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
"CC: chaperonin-containing T-complex",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"CC: chitosome",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"CC: chloride channel complex",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"CC: cholinergic synapse",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"CC: chromatin silencing complex",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"CC: chromatoid body",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CC: chromocenter",0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
"CC: chromosomal region",0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0
"CC: chromosome, centromeric core domain",0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0
"CC: chromosome, centromeric region",1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0
"CC: chromosome, telomeric region",0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,0,1,0
"CC: chromosome, telomeric repeat region",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"CC: ciliary basal body",1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0
"CC: ciliary base",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"CC: ciliary membrane",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"CC: ciliary plasm",0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0
"CC: ciliary tip",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
"CC: ciliary transition zone",0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0
"CC: cilium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"CC: cis-Golgi network",0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0
"CC: cis-Golgi network membrane",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"CC: clathrin adaptor complex",0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"CC: clathrin coat",0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
"CC: clathrin coat of coated pit",0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
"CC: clathrin coat of trans-Golgi network vesicle",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"CC: clathrin vesicle coat",0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
"CC: clathrin-coated endocytic vesicle",0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1
"CC: clathrin-coated endocytic vesicle membrane",0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1
"CC: clathrin-coated pit",0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"CC: clathrin-coated vesicle",0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0
"CC: clathrin-coated vesicle membrane",0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1
"CC: clathrin-sculpted vesicle",0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"CC: cleavage furrow",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"CC: cluster of actin-based cell projections",0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0
"CC: coated membrane",0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0
"CC: coated vesicle",0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,0
"CC: coated vesicle membrane",0,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1
"CC: cohesin complex",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"CC: collagen trimer",0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0
"CC: collagen-containing extracellular matrix",0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1
"CC: compact myelin",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"CC: complex of collagen trimers",0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0
"CC: condensed chromosome",0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0
"CC: condensed chromosome, centromeric region",0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0
"CC: condensed nuclear chromosome",0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
"CC: connexin complex",0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
"CC: contractile actin filament bundle",1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0
"CC: contractile muscle fiber",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CC: contractile ring",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"CC: cornified envelope",0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0
"CC: cortical actin cytoskeleton",0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0
"CC: cortical cytoskeleton",0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0
"CC: costamere",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1
"CC: cullin-RING ubiquitin ligase complex",0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
"CC: cyclin-dependent protein kinase holoenzyme complex",0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"CC: cytochrome complex",1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
"CC: cytolytic granule",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CC: cytoplasmic dynein complex",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CC: cytoplasmic exosome (RNase complex)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"CC: cytoplasmic microtubule",0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
"CC: cytoplasmic region",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1
"CC: cytoplasmic ribonucleoprotein granule",1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0
"CC: cytoplasmic side of membrane",0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
"CC: cytoplasmic side of plasma membrane",0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
"CC: cytoplasmic stress granule",1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1
"CC: cytoplasmic vesicle lumen",0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0
"CC: cytosolic large ribosomal subunit",1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1
"CC: cytosolic ribosome",1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1
"CC: cytosolic small ribosomal subunit",0,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1
"CC: dendrite",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"CC: dendrite terminus",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CC: dendritic shaft",0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"CC: dendritic spine",0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
"CC: dendritic tree",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"CC: dense core granule",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"CC: desmosome",0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0
"CC: distal axon",1,1,0,1,0,0,1,0,0,1,1,0,0,1,1,1,1,0,1
"CC: dopaminergic synapse",0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"CC: dynein axonemal particle",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"CC: dynein complex",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CC: dystrophin-associated glycoprotein complex",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"CC: early endosome",0,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,0,1,0
"CC: early endosome membrane",0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0
"CC: endocytic vesicle",0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,1,0
"CC: endocytic vesicle lumen",0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"CC: endocytic vesicle membrane",0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0
"CC: endolysosome",0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"CC: endolysosome membrane",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"CC: endopeptidase complex",0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
"CC: endoplasmic reticulum chaperone complex",0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1
"CC: endoplasmic reticulum exit site",0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
"CC: endoplasmic reticulum lumen",0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0
"CC: endoplasmic reticulum protein-containing complex",0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0
"CC: endoplasmic reticulum quality control compartment",0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
"CC: endoplasmic reticulum tubular network",0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"CC: endoplasmic reticulum-Golgi intermediate compartment",0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
"CC: endoplasmic reticulum-Golgi intermediate compartment membrane",0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0
"CC: endoribonuclease complex",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CC: endosome lumen",0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"CC: endosome membrane",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"CC: euchromatin",0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
"CC: eukaryotic 43S preinitiation complex",0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"CC: eukaryotic 48S preinitiation complex",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"CC: eukaryotic translation initiation factor 3 complex",0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"CC: eukaryotic translation initiation factor 4F complex",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"CC: excitatory synapse",0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0
"CC: exocytic vesicle",0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0
"CC: exocytic vesicle membrane",0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
"CC: exon-exon junction complex",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"CC: exoribonuclease complex",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"CC: exosome (RNase complex)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"CC: external encapsulating structure",0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0
"CC: external side of plasma membrane",0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1
"CC: extracellular matrix",0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0
"CC: extrinsic component of cytoplasmic side of plasma membrane",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"CC: extrinsic component of membrane",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"CC: extrinsic component of organelle membrane",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"CC: extrinsic component of plasma membrane",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"CC: extrinsic component of synaptic vesicle membrane",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"CC: fibrillar center",0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0
"CC: fibrillar collagen trimer",0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0
"CC: ficolin-1-rich granule",0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
"CC: ficolin-1-rich granule lumen",0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"CC: ficolin-1-rich granule membrane",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"CC: filamentous actin",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"CC: filopodium",1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0
"CC: filopodium membrane",0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0
"CC: filopodium tip",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"CC: focal adhesion",0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"CC: gamma-tubulin complex",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"CC: gamma-tubulin ring complex",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"CC: gap junction",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"CC: germ cell nucleus",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"CC: germ plasm",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CC: glial cell projection",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"CC: glutamatergic synapse",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"CC: glycoprotein complex",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"CC: growth cone",1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0
"CC: guanyl-nucleotide exchange factor complex",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CC: heterochromatin",0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0
"CC: heterotrimeric G-protein complex",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CC: high-density lipoprotein particle",0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"CC: hippocampal mossy fiber to CA3 synapse",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CC: histone acetyltransferase complex",0,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,1
"CC: histone deacetylase complex",1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0
"CC: histone methyltransferase complex",0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0
"CC: immunoglobulin complex",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"CC: immunological synapse",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1
"CC: inclusion body",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"CC: inhibitory synapse",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"CC: inner kinetochore",0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0
"CC: inner mitochondrial membrane protein complex",1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"CC: integrin complex",0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0
"CC: intercalated disc",0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0
"CC: intercellular bridge",0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
"CC: intermediate filament",0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,0
"CC: intermediate filament cytoskeleton",0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0
"CC: interstitial matrix",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"CC: intraciliary transport particle",0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
"CC: intraciliary transport particle B",0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
"CC: ionotropic glutamate receptor complex",0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
"CC: iron-sulfur cluster assembly complex",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"CC: junctional sarcoplasmic reticulum membrane",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"CC: juxtaparanode region of axon",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"CC: keratin filament",0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0
"CC: kinesin complex",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"CC: kinetochore",0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0
"CC: kinetochore microtubule",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"CC: lamellar body",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"CC: lamellipodium",1,1,0,1,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0
"CC: lamellipodium membrane",0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
"CC: large ribosomal subunit",1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1
"CC: late endosome",0,1,1,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0
"CC: late endosome membrane",0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
"CC: lateral element",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"CC: lateral plasma membrane",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"CC: leading edge membrane",1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0
"CC: lipid droplet",0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
"CC: lipoprotein particle",0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
"CC: lumenal side of endoplasmic reticulum membrane",1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1
"CC: lumenal side of membrane",1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1
"CC: lysosomal lumen",0,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0
"CC: lysosomal membrane",0,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0
"CC: lytic vacuole membrane",0,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0
"CC: mRNA cleavage and polyadenylation specificity factor complex",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CC: mRNA cleavage factor complex",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"CC: main axon",0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"CC: male germ cell nucleus",0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"CC: manchette",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"CC: mediator complex",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CC: meiotic spindle",0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
"CC: melanosome",0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0
"CC: melanosome membrane",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"CC: membrane coat",0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0
"CC: membrane microdomain",0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0
"CC: membrane raft",0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0
"CC: methylosome",0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
"CC: methyltransferase complex",0,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0
"CC: microbody",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
"CC: microbody lumen",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
"CC: microbody membrane",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CC: microfibril",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"CC: microtubule",1,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0
"CC: microtubule associated complex",1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"CC: microtubule end",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CC: microtubule plus-end",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"CC: microvillus",0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
"CC: microvillus membrane",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
